Year,Month,Product,Sub-product,Count
2018,8,Mortgage,Home equity loan or line of credit,143
2018,8,Mortgage,Other type of mortgage,266
2018,8,Mortgage,Reverse mortgage,34
2018,8,Mortgage,VA mortgage,107
2018,8,"Payday loan, title loan, or personal loan",Installment loan,150
2018,8,"Payday loan, title loan, or personal loan",Pawn loan,1
2018,8,"Payday loan, title loan, or personal loan",Payday loan,103
2018,8,"Payday loan, title loan, or personal loan",Personal line of credit,80
2018,8,"Payday loan, title loan, or personal loan",Title loan,28
2018,8,Student loan,Federal student loan,466
2018,8,Student loan,Private student loan,234
2018,8,Vehicle loan or lease,Lease,69
2018,8,Vehicle loan or lease,Loan,369
2018,9,Checking or savings account,(Blank),2
2018,9,Checking or savings account,CD (Certificate of Deposit),52
2018,9,Checking or savings account,Checking account,1175
2018,9,Checking or savings account,Other banking product or service,223
2018,9,Checking or savings account,Savings account,85
2018,9,Credit card or prepaid card,General-purpose credit card or charge card,1395
2018,9,Credit card or prepaid card,Gift or merchant card,8
2018,9,Credit card or prepaid card,Government benefit card,18
2018,9,Credit card or prepaid card,Payroll card,7
2018,9,Credit card or prepaid card,Store credit card,300
2018,9,Credit card or prepaid card,Student prepaid card,1
2018,9,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,29
2018,9,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,8059
2018,9,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,109
2018,9,Debt collection,Auto,129
2018,9,Debt collection,Credit card,801
2018,9,Debt collection,Federal student loan,55
2018,9,Debt collection,I do not know,762
2018,9,Debt collection,Medical,556
2018,9,Debt collection,Mortgage debt,79
2018,9,Debt collection,Other debt,1021
2018,9,Debt collection,Payday loan,96
2018,9,Debt collection,Private student loan,71
2018,9,"Money transfer, virtual currency, or money service",Check cashing,3
2018,9,"Money transfer, virtual currency, or money service",Debt settlement,9
2018,9,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,97
2018,9,"Money transfer, virtual currency, or money service",Foreign currency exchange,5
2018,9,"Money transfer, virtual currency, or money service",International money transfer,50
2018,9,"Money transfer, virtual currency, or money service",Mobile or digital wallet,64
2018,9,"Money transfer, virtual currency, or money service",Money order,11
2018,9,"Money transfer, virtual currency, or money service",Refund anticipation check,4
2018,9,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,4
2018,9,"Money transfer, virtual currency, or money service",Virtual currency,32
2018,9,Mortgage,Conventional home mortgage,987
2018,9,Mortgage,FHA mortgage,212
2018,9,Mortgage,Home equity loan or line of credit,123
2018,9,Mortgage,Other type of mortgage,259
2018,9,Mortgage,Reverse mortgage,32
2018,9,Mortgage,VA mortgage,72
2018,9,"Payday loan, title loan, or personal loan",Installment loan,121
2018,9,"Payday loan, title loan, or personal loan",Payday loan,92
2018,9,"Payday loan, title loan, or personal loan",Personal line of credit,49
2018,9,"Payday loan, title loan, or personal loan",Title loan,23
2018,9,Student loan,Federal student loan,385
2018,9,Student loan,Private student loan,243
2018,9,Vehicle loan or lease,Lease,78
2018,9,Vehicle loan or lease,Loan,362
2018,10,Checking or savings account,(Blank),2
2018,10,Checking or savings account,CD (Certificate of Deposit),46
2018,10,Checking or savings account,Checking account,1306
2018,10,Checking or savings account,Other banking product or service,285
2018,10,Checking or savings account,Savings account,98
2018,10,Credit card or prepaid card,General-purpose credit card or charge card,1649
2018,10,Credit card or prepaid card,Gift or merchant card,9
2018,10,Credit card or prepaid card,Government benefit card,28
2018,10,Credit card or prepaid card,Payroll card,18
2018,10,Credit card or prepaid card,Store credit card,303
2018,10,Credit card or prepaid card,Student prepaid card,1
2018,10,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,30
2018,10,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,9349
2018,10,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,138
2018,10,Debt collection,Auto,151
2018,10,Debt collection,Credit card,874
2018,10,Debt collection,Federal student loan,73
2018,10,Debt collection,I do not know,828
2018,10,Debt collection,Medical,586
2018,10,Debt collection,Mortgage debt,103
2018,10,Debt collection,Other debt,1189
2018,10,Debt collection,Payday loan,129
2018,10,Debt collection,Private student loan,40
2018,10,"Money transfer, virtual currency, or money service",Check cashing,6
2018,10,"Money transfer, virtual currency, or money service",Debt settlement,6
2018,10,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,127
2018,10,"Money transfer, virtual currency, or money service",Foreign currency exchange,7
2018,10,"Money transfer, virtual currency, or money service",International money transfer,53
2018,10,"Money transfer, virtual currency, or money service",Mobile or digital wallet,84
2018,10,"Money transfer, virtual currency, or money service",Money order,9
2018,10,"Money transfer, virtual currency, or money service",Refund anticipation check,3
2018,10,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,4
2018,10,"Money transfer, virtual currency, or money service",Virtual currency,22
2018,10,Mortgage,Conventional home mortgage,1110
2018,10,Mortgage,FHA mortgage,253
2018,10,Mortgage,Home equity loan or line of credit,123
2018,10,Mortgage,Other type of mortgage,233
2018,10,Mortgage,Reverse mortgage,23
2018,10,Mortgage,VA mortgage,83
2018,10,"Payday loan, title loan, or personal loan",Installment loan,161
2018,10,"Payday loan, title loan, or personal loan",Pawn loan,1
2018,10,"Payday loan, title loan, or personal loan",Payday loan,155
2018,10,"Payday loan, title loan, or personal loan",Personal line of credit,81
2018,10,"Payday loan, title loan, or personal loan",Title loan,42
2018,10,Student loan,Federal student loan,438
2018,10,Student loan,Private student loan,204
2018,10,Vehicle loan or lease,Lease,85
2018,10,Vehicle loan or lease,Loan,375
2018,11,Checking or savings account,(Blank),1
2018,11,Checking or savings account,CD (Certificate of Deposit),39
2018,11,Checking or savings account,Checking account,1226
2018,11,Checking or savings account,Other banking product or service,233
2018,11,Checking or savings account,Savings account,89
2018,11,Credit card or prepaid card,General-purpose credit card or charge card,1384
2018,11,Credit card or prepaid card,Gift or merchant card,6
2018,11,Credit card or prepaid card,Government benefit card,25
2018,11,Credit card or prepaid card,Payroll card,8
2018,11,Credit card or prepaid card,Store credit card,291
2018,11,Credit card or prepaid card,Student prepaid card,1
2018,11,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,23
2018,11,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,8510
2018,11,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,164
2018,11,Debt collection,Auto,110
2018,11,Debt collection,Credit card,679
2018,11,Debt collection,Federal student loan,59
2018,11,Debt collection,I do not know,727
2018,11,Debt collection,Medical,536
2018,11,Debt collection,Mortgage debt,70
2018,11,Debt collection,Other debt,912
2018,11,Debt collection,Payday loan,96
2018,11,Debt collection,Private student loan,46
2018,11,"Money transfer, virtual currency, or money service",Check cashing,10
2018,11,"Money transfer, virtual currency, or money service",Debt settlement,6
2018,11,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,90
2018,11,"Money transfer, virtual currency, or money service",Foreign currency exchange,5
2018,11,"Money transfer, virtual currency, or money service",International money transfer,36
2018,11,"Money transfer, virtual currency, or money service",Mobile or digital wallet,67
2018,11,"Money transfer, virtual currency, or money service",Money order,6
2018,11,"Money transfer, virtual currency, or money service",Refund anticipation check,4
2018,11,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,12
2018,11,"Money transfer, virtual currency, or money service",Virtual currency,24
2018,11,Mortgage,Conventional home mortgage,896
2018,11,Mortgage,FHA mortgage,237
2018,11,Mortgage,Home equity loan or line of credit,98
2018,11,Mortgage,Other type of mortgage,194
2018,11,Mortgage,Reverse mortgage,20
2018,11,Mortgage,VA mortgage,76
2018,11,"Payday loan, title loan, or personal loan",Installment loan,130
2018,11,"Payday loan, title loan, or personal loan",Pawn loan,2
2018,11,"Payday loan, title loan, or personal loan",Payday loan,102
2018,11,"Payday loan, title loan, or personal loan",Personal line of credit,54
2018,11,"Payday loan, title loan, or personal loan",Title loan,16
2018,11,Student loan,Federal student loan,380
2018,11,Student loan,Private student loan,170
2018,11,Vehicle loan or lease,Lease,70
2018,11,Vehicle loan or lease,Loan,315
2018,11,Vehicle loan or lease,Title loan,1
2018,12,Checking or savings account,(Blank),2
2018,12,Checking or savings account,CD (Certificate of Deposit),46
2018,12,Checking or savings account,Checking account,1252
2018,12,Checking or savings account,Other banking product or service,246
2018,12,Checking or savings account,Savings account,139
2018,12,Credit card or prepaid card,General-purpose credit card or charge card,1421
2018,12,Credit card or prepaid card,Gift or merchant card,7
2018,12,Credit card or prepaid card,Government benefit card,27
2018,12,Credit card or prepaid card,Payroll card,5
2018,12,Credit card or prepaid card,Store credit card,248
2018,12,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,20
2018,12,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,8039
2018,12,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,96
2018,12,Debt collection,Auto,119
2018,12,Debt collection,Credit card,714
2018,12,Debt collection,Federal student loan,64
2018,12,Debt collection,I do not know,718
2018,12,Debt collection,Medical,468
2018,12,Debt collection,Mortgage debt,52
2018,12,Debt collection,Other debt,917
2018,12,Debt collection,Payday loan,72
2018,12,Debt collection,Private student loan,42
2018,12,"Money transfer, virtual currency, or money service",Check cashing,5
2018,12,"Money transfer, virtual currency, or money service",Debt settlement,7
2018,12,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,113
2018,12,"Money transfer, virtual currency, or money service",Foreign currency exchange,4
2018,12,"Money transfer, virtual currency, or money service",International money transfer,54
2018,12,"Money transfer, virtual currency, or money service",Mobile or digital wallet,80
2018,12,"Money transfer, virtual currency, or money service",Money order,6
2018,12,"Money transfer, virtual currency, or money service",Refund anticipation check,4
2018,12,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,8
2018,12,"Money transfer, virtual currency, or money service",Virtual currency,25
2018,12,Mortgage,Conventional home mortgage,926
2018,12,Mortgage,FHA mortgage,231
2018,12,Mortgage,Home equity loan or line of credit,104
2018,12,Mortgage,Other type of mortgage,177
2018,12,Mortgage,Reverse mortgage,21
2018,12,Mortgage,VA mortgage,77
2018,12,"Payday loan, title loan, or personal loan",Installment loan,110
2018,12,"Payday loan, title loan, or personal loan",Pawn loan,1
2018,12,"Payday loan, title loan, or personal loan",Payday loan,96
2018,12,"Payday loan, title loan, or personal loan",Personal line of credit,67
2018,12,"Payday loan, title loan, or personal loan",Title loan,24
2018,12,Student loan,Federal student loan,396
2018,12,Student loan,Private student loan,209
2018,12,Vehicle loan or lease,Lease,67
2018,12,Vehicle loan or lease,Loan,329
2019,1,Checking or savings account,(Blank),3
2019,1,Checking or savings account,CD (Certificate of Deposit),57
2019,1,Checking or savings account,Checking account,1219
2019,1,Checking or savings account,Other banking product or service,269
2019,1,Checking or savings account,Savings account,114
2019,1,Credit card or prepaid card,General-purpose credit card or charge card,1475
2019,1,Credit card or prepaid card,Gift or merchant card,13
2019,1,Credit card or prepaid card,Government benefit card,25
2019,1,Credit card or prepaid card,Payroll card,8
2019,1,Credit card or prepaid card,Store credit card,284
2019,1,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,31
2019,1,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,8227
2019,1,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,106
2019,1,Debt collection,Auto,119
2019,1,Debt collection,Credit card,636
2019,1,Debt collection,Federal student loan,48
2019,1,Debt collection,I do not know,691
2019,1,Debt collection,Medical,490
2019,1,Debt collection,Mortgage debt,67
2019,1,Debt collection,Other debt,856
2019,1,Debt collection,Payday loan,86
2019,1,Debt collection,Private student loan,52
2019,1,"Money transfer, virtual currency, or money service",Check cashing,5
2019,1,"Money transfer, virtual currency, or money service",Debt settlement,2
2019,1,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,104
2019,1,"Money transfer, virtual currency, or money service",Foreign currency exchange,1
2019,1,"Money transfer, virtual currency, or money service",International money transfer,52
2019,1,"Money transfer, virtual currency, or money service",Mobile or digital wallet,99
2019,1,"Money transfer, virtual currency, or money service",Money order,6
2019,1,"Money transfer, virtual currency, or money service",Refund anticipation check,1
2019,1,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,12
2019,1,"Money transfer, virtual currency, or money service",Virtual currency,36
2019,1,Mortgage,Conventional home mortgage,973
2019,1,Mortgage,FHA mortgage,266
2019,1,Mortgage,Home equity loan or line of credit,97
2019,1,Mortgage,Other type of mortgage,218
2019,1,Mortgage,Reverse mortgage,28
2019,1,Mortgage,VA mortgage,100
2019,1,"Payday loan, title loan, or personal loan",Installment loan,139
2019,1,"Payday loan, title loan, or personal loan",Payday loan,94
2019,1,"Payday loan, title loan, or personal loan",Personal line of credit,54
2019,1,"Payday loan, title loan, or personal loan",Title loan,20
2019,1,Student loan,Federal student loan,479
2019,1,Student loan,Private student loan,247
2019,1,Vehicle loan or lease,Lease,68
2019,1,Vehicle loan or lease,Loan,294
2019,1,Vehicle loan or lease,Title loan,2
2019,2,Checking or savings account,CD (Certificate of Deposit),47
2019,2,Checking or savings account,Checking account,1091
2019,2,Checking or savings account,Other banking product or service,149
2019,2,Checking or savings account,Savings account,118
2019,2,Credit card or prepaid card,General-purpose credit card or charge card,1418
2019,2,Credit card or prepaid card,Gift or merchant card,8
2019,2,Credit card or prepaid card,Government benefit card,30
2019,2,Credit card or prepaid card,Payroll card,9
2019,2,Credit card or prepaid card,Store credit card,298
2019,2,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,39
2019,2,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,9063
2019,2,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,105
2019,2,Debt collection,Auto,138
2019,2,Debt collection,Credit card,820
2019,2,Debt collection,Federal student loan,66
2019,2,Debt collection,I do not know,748
2019,2,Debt collection,Medical,601
2019,2,Debt collection,Mortgage debt,57
2019,2,Debt collection,Other debt,1061
2019,2,Debt collection,Payday loan,121
2019,2,Debt collection,Private student loan,54
2019,2,"Money transfer, virtual currency, or money service",Check cashing,9
2019,2,"Money transfer, virtual currency, or money service",Debt settlement,5
2019,2,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,81
2019,2,"Money transfer, virtual currency, or money service",Foreign currency exchange,7
2019,2,"Money transfer, virtual currency, or money service",International money transfer,43
2019,2,"Money transfer, virtual currency, or money service",Mobile or digital wallet,112
2019,2,"Money transfer, virtual currency, or money service",Money order,9
2019,2,"Money transfer, virtual currency, or money service",Refund anticipation check,3
2019,2,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,8
2019,2,"Money transfer, virtual currency, or money service",Virtual currency,24
2019,2,Mortgage,Conventional home mortgage,983
2019,2,Mortgage,FHA mortgage,258
2019,2,Mortgage,Home equity loan or line of credit,89
2019,2,Mortgage,Other type of mortgage,168
2019,2,Mortgage,Reverse mortgage,26
2019,2,Mortgage,VA mortgage,103
2019,2,"Payday loan, title loan, or personal loan",Installment loan,117
2019,2,"Payday loan, title loan, or personal loan",Payday loan,84
2019,2,"Payday loan, title loan, or personal loan",Personal line of credit,50
2019,2,"Payday loan, title loan, or personal loan",Title loan,32
2019,2,Student loan,Federal student loan,483
2019,2,Student loan,Private student loan,213
2019,2,Vehicle loan or lease,Lease,73
2019,2,Vehicle loan or lease,Loan,331
2019,2,Vehicle loan or lease,Title loan,1
2019,3,Checking or savings account,(Blank),1
2019,3,Checking or savings account,CD (Certificate of Deposit),55
2019,3,Checking or savings account,Checking account,1244
2019,3,Checking or savings account,Other banking product or service,214
2019,3,Checking or savings account,Savings account,143
2019,3,Credit card or prepaid card,General-purpose credit card or charge card,1688
2019,3,Credit card or prepaid card,Gift or merchant card,4
2019,3,Credit card or prepaid card,Government benefit card,24
2019,3,Credit card or prepaid card,Payroll card,10
2019,3,Credit card or prepaid card,Store credit card,378
2019,3,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,44
2019,3,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,10584
2019,3,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,117
2019,3,Debt collection,Auto,118
2019,3,Debt collection,Credit card,938
2019,3,Debt collection,Federal student loan,93
2019,3,Debt collection,I do not know,842
2019,3,Debt collection,Medical,621
2019,3,Debt collection,Mortgage debt,87
2019,3,Debt collection,Other debt,1206
2019,3,Debt collection,Payday loan,134
2019,3,Debt collection,Private student loan,71
2019,3,"Money transfer, virtual currency, or money service",Check cashing,6
2019,3,"Money transfer, virtual currency, or money service",Debt settlement,7
2019,3,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,121
2019,3,"Money transfer, virtual currency, or money service",Foreign currency exchange,5
2019,3,"Money transfer, virtual currency, or money service",International money transfer,75
2019,3,"Money transfer, virtual currency, or money service",Mobile or digital wallet,118
2019,3,"Money transfer, virtual currency, or money service",Money order,3
2019,3,"Money transfer, virtual currency, or money service",Refund anticipation check,4
2019,3,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,8
2019,3,"Money transfer, virtual currency, or money service",Virtual currency,26
2019,3,Mortgage,Conventional home mortgage,1116
2019,3,Mortgage,FHA mortgage,297
2019,3,Mortgage,Home equity loan or line of credit,138
2019,3,Mortgage,Other type of mortgage,201
2019,3,Mortgage,Reverse mortgage,33
2019,3,Mortgage,VA mortgage,111
2019,3,"Payday loan, title loan, or personal loan",Installment loan,156
2019,3,"Payday loan, title loan, or personal loan",Payday loan,95
2019,3,"Payday loan, title loan, or personal loan",Personal line of credit,89
2019,3,"Payday loan, title loan, or personal loan",Title loan,30
2019,3,Student loan,Federal student loan,509
2019,3,Student loan,Private student loan,242
2019,3,Vehicle loan or lease,Lease,84
2019,3,Vehicle loan or lease,Loan,426
2019,4,Checking or savings account,(Blank),1
2019,4,Checking or savings account,CD (Certificate of Deposit),55
2019,4,Checking or savings account,Checking account,1258
2019,4,Checking or savings account,Other banking product or service,239
2019,4,Checking or savings account,Savings account,114
2019,4,Credit card or prepaid card,General-purpose credit card or charge card,1648
2019,4,Credit card or prepaid card,Gift or merchant card,11
2019,4,Credit card or prepaid card,Government benefit card,26
2019,4,Credit card or prepaid card,Payroll card,10
2019,4,Credit card or prepaid card,Store credit card,337
2019,4,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,44
2019,4,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,10484
2019,4,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,146
2019,4,Debt collection,Auto,134
2019,4,Debt collection,Credit card,952
2019,4,Debt collection,Federal student loan,59
2019,4,Debt collection,I do not know,808
2019,4,Debt collection,Medical,669
2019,4,Debt collection,Mortgage debt,80
2019,4,Debt collection,Other debt,1002
2019,4,Debt collection,Payday loan,101
2019,4,Debt collection,Private student loan,67
2019,4,"Money transfer, virtual currency, or money service",Check cashing,8
2019,4,"Money transfer, virtual currency, or money service",Debt settlement,4
2019,4,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,128
2019,4,"Money transfer, virtual currency, or money service",Foreign currency exchange,3
2019,4,"Money transfer, virtual currency, or money service",International money transfer,49
2019,4,"Money transfer, virtual currency, or money service",Mobile or digital wallet,110
2019,4,"Money transfer, virtual currency, or money service",Money order,7
2019,4,"Money transfer, virtual currency, or money service",Refund anticipation check,7
2019,4,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,7
2019,4,"Money transfer, virtual currency, or money service",Virtual currency,27
2019,4,Mortgage,Conventional home mortgage,1120
2019,4,Mortgage,FHA mortgage,263
2019,4,Mortgage,Home equity loan or line of credit,149
2019,4,Mortgage,Other type of mortgage,199
2019,4,Mortgage,Reverse mortgage,32
2019,4,Mortgage,VA mortgage,110
2019,4,"Payday loan, title loan, or personal loan",Installment loan,131
2019,4,"Payday loan, title loan, or personal loan",Payday loan,93
2019,4,"Payday loan, title loan, or personal loan",Personal line of credit,74
2019,4,"Payday loan, title loan, or personal loan",Title loan,22
2019,4,Student loan,Federal student loan,448
2019,4,Student loan,Private student loan,233
2019,4,Vehicle loan or lease,Lease,79
2019,4,Vehicle loan or lease,Loan,367
2019,5,Checking or savings account,CD (Certificate of Deposit),45
2019,5,Checking or savings account,Checking account,1325
2019,5,Checking or savings account,Other banking product or service,252
2019,5,Checking or savings account,Savings account,130
2019,5,Credit card or prepaid card,General-purpose credit card or charge card,1661
2019,5,Credit card or prepaid card,Gift or merchant card,4
2019,5,Credit card or prepaid card,Government benefit card,38
2019,5,Credit card or prepaid card,Payroll card,9
2019,5,Credit card or prepaid card,Store credit card,322
2019,5,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,50
2019,5,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,11289
2019,5,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,138
2019,5,Debt collection,Auto,108
2019,5,Debt collection,Credit card,913
2019,5,Debt collection,Federal student loan,62
2019,5,Debt collection,I do not know,859
2019,5,Debt collection,Medical,691
2019,5,Debt collection,Mortgage debt,83
2019,5,Debt collection,Other debt,1119
2019,5,Debt collection,Payday loan,139
2019,5,Debt collection,Private student loan,49
2019,5,"Money transfer, virtual currency, or money service",Check cashing,4
2019,5,"Money transfer, virtual currency, or money service",Debt settlement,7
2019,5,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,123
2019,5,"Money transfer, virtual currency, or money service",Foreign currency exchange,4
2019,5,"Money transfer, virtual currency, or money service",International money transfer,55
2019,5,"Money transfer, virtual currency, or money service",Mobile or digital wallet,142
2019,5,"Money transfer, virtual currency, or money service",Money order,7
2019,5,"Money transfer, virtual currency, or money service",Refund anticipation check,3
2019,5,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,18
2019,5,"Money transfer, virtual currency, or money service",Virtual currency,44
2019,5,Mortgage,Conventional home mortgage,1134
2019,5,Mortgage,FHA mortgage,261
2019,5,Mortgage,Home equity loan or line of credit,117
2019,5,Mortgage,Other type of mortgage,202
2019,5,Mortgage,Reverse mortgage,23
2019,5,Mortgage,VA mortgage,110
2019,5,"Payday loan, title loan, or personal loan",Installment loan,137
2019,5,"Payday loan, title loan, or personal loan",Payday loan,105
2019,5,"Payday loan, title loan, or personal loan",Personal line of credit,52
2019,5,"Payday loan, title loan, or personal loan",Title loan,31
2019,5,Student loan,Federal student loan,388
2019,5,Student loan,Private student loan,166
2019,5,Vehicle loan or lease,Lease,84
2019,5,Vehicle loan or lease,Loan,357
2019,6,Checking or savings account,CD (Certificate of Deposit),46
2019,6,Checking or savings account,Checking account,1306
2019,6,Checking or savings account,Other banking product or service,228
2019,6,Checking or savings account,Savings account,114
2019,6,Credit card or prepaid card,General-purpose credit card or charge card,1636
2019,6,Credit card or prepaid card,Gift or merchant card,9
2019,6,Credit card or prepaid card,Government benefit card,44
2019,6,Credit card or prepaid card,Payroll card,9
2019,6,Credit card or prepaid card,Store credit card,342
2019,6,Credit card or prepaid card,Student prepaid card,1
2019,6,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,32
2019,6,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,11343
2019,6,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,136
2019,6,Debt collection,Auto,138
2019,6,Debt collection,Credit card,980
2019,6,Debt collection,Federal student loan,61
2019,6,Debt collection,I do not know,831
2019,6,Debt collection,Medical,643
2019,6,Debt collection,Mortgage debt,86
2019,6,Debt collection,Other debt,1031
2019,6,Debt collection,Payday loan,114
2019,6,Debt collection,Private student loan,54
2019,6,"Money transfer, virtual currency, or money service",Check cashing,8
2019,6,"Money transfer, virtual currency, or money service",Debt settlement,15
2019,6,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,106
2019,6,"Money transfer, virtual currency, or money service",Foreign currency exchange,2
2019,6,"Money transfer, virtual currency, or money service",International money transfer,55
2019,6,"Money transfer, virtual currency, or money service",Mobile or digital wallet,127
2019,6,"Money transfer, virtual currency, or money service",Money order,9
2019,6,"Money transfer, virtual currency, or money service",Refund anticipation check,2
2019,6,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,5
2019,6,"Money transfer, virtual currency, or money service",Virtual currency,38
2019,6,Mortgage,Conventional home mortgage,1100
2019,6,Mortgage,FHA mortgage,250
2019,6,Mortgage,Home equity loan or line of credit,100
2019,6,Mortgage,Other type of mortgage,165
2019,6,Mortgage,Reverse mortgage,31
2019,6,Mortgage,VA mortgage,99
2019,6,"Payday loan, title loan, or personal loan",Installment loan,134
2019,6,"Payday loan, title loan, or personal loan",Payday loan,106
2019,6,"Payday loan, title loan, or personal loan",Personal line of credit,53
2019,6,"Payday loan, title loan, or personal loan",Title loan,27
2019,6,Student loan,Federal student loan,344
2019,6,Student loan,Private student loan,171
2019,6,Vehicle loan or lease,Lease,68
2019,6,Vehicle loan or lease,Loan,355
2019,7,Checking or savings account,(Blank),1
2019,7,Checking or savings account,CD (Certificate of Deposit),47
2019,7,Checking or savings account,Checking account,1344
2019,7,Checking or savings account,Other banking product or service,209
2019,7,Checking or savings account,Savings account,118
2019,7,Credit card or prepaid card,General-purpose credit card or charge card,1680
2019,7,Credit card or prepaid card,Gift or merchant card,5
2019,7,Credit card or prepaid card,Government benefit card,41
2019,7,Credit card or prepaid card,Payroll card,9
2019,7,Credit card or prepaid card,Store credit card,354
2019,7,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,39
2019,7,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,12513
2019,7,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,182
2019,7,Debt collection,Auto,135
2019,7,Debt collection,Credit card,946
2019,7,Debt collection,Federal student loan,53
2019,7,Debt collection,I do not know,854
2019,7,Debt collection,Medical,617
2019,7,Debt collection,Mortgage debt,80
2019,7,Debt collection,Other debt,1060
2019,7,Debt collection,Payday loan,118
2019,7,Debt collection,Private student loan,44
2019,7,"Money transfer, virtual currency, or money service",Check cashing,5
2019,7,"Money transfer, virtual currency, or money service",Debt settlement,19
2019,7,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,118
2019,7,"Money transfer, virtual currency, or money service",Foreign currency exchange,1
2019,7,"Money transfer, virtual currency, or money service",International money transfer,60
2019,7,"Money transfer, virtual currency, or money service",Mobile or digital wallet,136
2019,7,"Money transfer, virtual currency, or money service",Money order,11
2019,7,"Money transfer, virtual currency, or money service",Refund anticipation check,8
2019,7,"Money transfer, virtual currency, or money service",Traveler's check or cashier's check,6
2019,7,"Money transfer, virtual currency, or money service",Virtual currency,56
2019,7,Mortgage,Conventional home mortgage,1243
2019,7,Mortgage,FHA mortgage,259
2019,7,Mortgage,Home equity loan or line of credit,119
2019,7,Mortgage,Other type of mortgage,153
2019,7,Mortgage,Reverse mortgage,28
2019,7,Mortgage,VA mortgage,89
2019,7,"Payday loan, title loan, or personal loan",Installment loan,174
2019,7,"Payday loan, title loan, or personal loan",Payday loan,98
2019,7,"Payday loan, title loan, or personal loan",Personal line of credit,72
2019,7,"Payday loan, title loan, or personal loan",Title loan,41
2019,7,Student loan,Federal student loan,392
2019,7,Student loan,Private student loan,168
2019,7,Vehicle loan or lease,Lease,71
2019,7,Vehicle loan or lease,Loan,409
2019,7,Vehicle loan or lease,Title loan,1
2019,8,Checking or savings account,(Blank),2
2019,8,Checking or savings account,CD (Certificate of Deposit),57
2019,8,Checking or savings account,Checking account,1491
2019,8,Checking or savings account,Other banking product or service,231
2019,8,Checking or savings account,Savings account,126
2019,8,Credit card or prepaid card,General-purpose credit card or charge card,1744
2019,8,Credit card or prepaid card,Gift or merchant card,6
2019,8,Credit card or prepaid card,Government benefit card,70
2019,8,Credit card or prepaid card,Payroll card,5
2019,8,Credit card or prepaid card,Store credit card,366
2019,8,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair,58
2019,8,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,13045
2019,8,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,153
